order_id,customer_id,order_date,order_status,payment_method
71,726,07/10/2024,Processing,Credit Card
72,228,08/07/2024,Canceled,Credit Card
73,425,10/09/2023,Processing,PayPal
74,457,06/13/2023,Processing,PayPal
75,1000,04/26/2024,Processing,Credit Card
76,233,12/14/2023,Completed,PayPal
77,572,01/14/2025,Canceled,PayPal
78,676,10/18/2024,Canceled,PayPal
79,440,05/24/2023,Processing,Credit Card
80,362,04/22/2023,Completed,Credit Card
81,29,02/10/2025,Canceled,Credit Card
82,340,05/24/2023,Canceled,Credit Card
83,112,12/07/2024,Completed,PayPal
84,838,12/17/2024,Canceled,Credit Card
85,245,05/07/2023,Completed,Credit Card
86,874,02/22/2024,Canceled,PayPal
87,457,08/19/2023,Completed,PayPal
88,380,04/18/2023,Processing,PayPal
89,756,06/21/2023,Completed,PayPal
90,535,03/26/2024,Completed,PayPal
91,608,05/18/2023,Processing,Credit Card
92,582,01/19/2024,Canceled,Credit Card
93,199,03/31/2023,Completed,PayPal
94,761,03/04/2025,Canceled,Credit Card
95,520,06/01/2024,Completed,PayPal
96,648,04/24/2024,Canceled,Credit Card
97,710,10/10/2023,Completed,PayPal
98,88,03/25/2024,Canceled,PayPal
99,154,11/11/2023,Canceled,PayPal
100,858,11/17/2023,Completed,Credit Card
101,823,12/02/2023,Processing,Credit Card
102,148,08/21/2023,Completed,Credit Card
103,296,02/15/2025,Completed,Credit Card
104,700,08/26/2023,Processing,PayPal
105,450,01/02/2024,Processing,Credit Card
106,940,02/10/2024,Completed,PayPal
107,784,09/20/2024,Completed,PayPal
108,51,02/04/2024,Canceled,PayPal
109,267,06/27/2023,Processing,Credit Card
110,563,09/14/2024,Processing,Credit Card
111,544,07/18/2023,Processing,Credit Card
112,505,05/15/2024,Canceled,Credit Card
113,455,05/06/2023,Processing,Credit Card
114,56,07/11/2024,Canceled,Credit Card
115,112,11/18/2024,Canceled,Credit Card
116,682,06/29/2023,Completed,PayPal
117,696,08/16/2023,Processing,Credit Card
118,685,08/09/2024,Processing,PayPal
119,828,08/24/2023,Canceled,Credit Card
120,401,08/30/2024,Processing,PayPal
121,220,12/27/2023,Processing,PayPal
122,231,09/18/2023,Completed,PayPal
123,290,11/09/2023,Processing,Credit Card
124,968,09/01/2024,Processing,Credit Card
125,948,04/01/2024,Completed,Credit Card
126,351,12/04/2023,Completed,Credit Card
127,667,08/02/2024,Canceled,PayPal
128,513,07/28/2023,Canceled,PayPal
129,453,07/18/2024,Processing,Credit Card
130,867,09/14/2023,Completed,PayPal
131,406,07/23/2024,Completed,PayPal
132,193,11/03/2024,Completed,PayPal
133,849,05/27/2024,Processing,Credit Card
134,529,01/12/2024,Canceled,PayPal
135,298,05/18/2023,Canceled,Credit Card
136,746,03/20/2024,Completed,PayPal
137,48,08/01/2024,Completed,PayPal
138,382,05/26/2023,Canceled,Credit Card
139,6,09/15/2024,Canceled,Credit Card
140,856,05/06/2024,Completed,Credit Card
141,646,11/26/2024,Canceled,Credit Card
142,559,03/16/2025,Processing,Credit Card
143,273,05/02/2024,Completed,Credit Card
144,335,11/10/2023,Processing,PayPal
145,648,03/23/2024,Processing,Credit Card
146,932,11/22/2024,Completed,Credit Card
147,437,09/29/2023,Processing,PayPal
148,543,07/27/2023,Completed,Credit Card
149,672,06/23/2024,Processing,PayPal
150,561,04/11/2023,Processing,PayPal
151,999,12/26/2023,Processing,PayPal
152,712,11/14/2023,Completed,Credit Card
153,459,03/09/2024,Processing,PayPal
154,433,08/09/2023,Canceled,Credit Card
155,273,02/28/2025,Canceled,Credit Card
156,835,04/17/2023,Completed,Credit Card
157,629,12/23/2024,Canceled,Credit Card
158,79,09/14/2024,Canceled,PayPal
159,428,10/19/2023,Processing,PayPal
160,928,12/17/2023,Completed,Credit Card
161,547,05/25/2023,Processing,PayPal
162,705,06/18/2023,Processing,PayPal
163,508,04/17/2024,Completed,Credit Card
164,517,09/19/2023,Completed,Credit Card
165,928,03/10/2025,Canceled,PayPal
166,28,02/09/2024,Canceled,Credit Card
167,989,04/04/2024,Processing,PayPal
168,246,12/01/2023,Canceled,PayPal
169,619,07/03/2024,Processing,Credit Card
170,391,09/26/2023,Processing,Credit Card
171,142,07/04/2024,Canceled,Credit Card
172,696,10/14/2024,Processing,PayPal
173,216,09/16/2024,Canceled,PayPal
174,605,10/15/2023,Completed,PayPal
175,271,11/24/2024,Canceled,PayPal
176,20,02/23/2025,Canceled,PayPal
177,110,07/19/2024,Canceled,PayPal
178,358,06/23/2023,Processing,Credit Card
179,180,01/28/2025,Completed,Credit Card
180,637,04/25/2023,Canceled,PayPal
181,847,02/26/2024,Canceled,PayPal
182,581,09/17/2023,Processing,PayPal
183,53,02/02/2024,Processing,Credit Card
184,408,12/07/2023,Canceled,PayPal
185,993,11/26/2024,Canceled,Credit Card
186,111,05/08/2024,Canceled,PayPal
187,167,09/04/2023,Completed,PayPal
188,924,05/06/2023,Processing,Credit Card
189,885,11/17/2023,Canceled,PayPal
190,575,02/13/2025,Processing,PayPal
191,716,08/19/2024,Processing,Credit Card
192,721,12/25/2023,Processing,PayPal
193,393,01/26/2025,Processing,Credit Card
194,44,06/27/2024,Completed,PayPal
195,836,01/03/2025,Processing,PayPal
196,958,02/08/2024,Processing,PayPal
197,509,09/23/2023,Processing,Credit Card
198,113,10/21/2023,Canceled,PayPal
199,728,03/08/2025,Processing,PayPal
200,302,05/03/2024,Processing,PayPal
201,366,01/22/2025,Completed,PayPal
202,582,02/25/2024,Canceled,PayPal
203,491,05/27/2023,Processing,PayPal
204,491,11/21/2024,Completed,Credit Card
205,604,06/28/2023,Completed,Credit Card
206,762,10/26/2023,Canceled,PayPal
207,976,03/20/2024,Canceled,PayPal
208,639,06/18/2024,Processing,Credit Card
209,862,06/08/2023,Completed,PayPal
210,624,05/18/2024,Processing,PayPal
211,471,10/21/2024,Processing,Credit Card
212,546,02/20/2024,Processing,Credit Card
213,212,02/12/2025,Completed,Credit Card
214,937,11/18/2024,Canceled,PayPal
215,707,02/16/2025,Completed,PayPal
216,82,11/02/2023,Processing,PayPal
217,567,07/25/2024,Completed,Credit Card
218,690,09/04/2023,Canceled,Credit Card
219,17,03/29/2024,Completed,Credit Card
220,426,04/12/2024,Completed,Credit Card
221,414,06/13/2023,Completed,Credit Card
222,488,01/26/2025,Completed,PayPal
223,915,01/17/2025,Canceled,PayPal
224,916,07/22/2024,Processing,PayPal
225,827,01/23/2025,Processing,Credit Card
226,365,05/14/2023,Completed,Credit Card
227,235,09/13/2024,Canceled,Credit Card
228,186,03/12/2025,Canceled,PayPal
229,604,06/05/2023,Canceled,PayPal
230,993,12/30/2024,Canceled,PayPal
231,224,08/07/2024,Canceled,Credit Card
232,281,05/01/2024,Processing,PayPal
233,638,07/22/2023,Processing,Credit Card
234,67,01/15/2024,Canceled,PayPal
235,912,12/12/2024,Completed,Credit Card
236,66,08/30/2024,Canceled,Credit Card
237,796,11/14/2024,Canceled,PayPal
238,893,12/22/2023,Processing,PayPal
239,311,06/29/2023,Completed,Credit Card
240,73,10/15/2023,Processing,PayPal
241,237,12/14/2023,Processing,Credit Card
242,460,03/31/2023,Canceled,Credit Card
243,774,04/12/2024,Canceled,Credit Card
244,938,06/13/2023,Canceled,Credit Card
245,112,01/28/2025,Completed,Credit Card
246,24,09/08/2024,Processing,PayPal
247,398,08/01/2024,Completed,PayPal
248,535,10/20/2023,Canceled,Credit Card
249,887,11/17/2024,Completed,PayPal
250,196,07/16/2024,Completed,PayPal
251,680,12/31/2024,Completed,PayPal
252,836,05/29/2024,Canceled,PayPal
253,635,06/10/2024,Canceled,Credit Card
254,774,05/24/2024,Processing,PayPal
255,549,05/22/2024,Completed,Credit Card
256,842,08/05/2023,Processing,Credit Card
257,859,01/30/2024,Processing,Credit Card
258,444,02/18/2025,Processing,Credit Card
259,121,01/23/2024,Completed,PayPal
260,449,09/25/2024,Canceled,PayPal
261,494,12/27/2023,Processing,Credit Card
262,856,06/07/2024,Processing,Credit Card
263,536,08/08/2024,Canceled,Credit Card
264,541,01/04/2025,Canceled,PayPal
265,648,01/28/2025,Completed,PayPal
266,928,11/08/2024,Canceled,Credit Card
267,442,01/06/2024,Completed,PayPal
268,413,11/25/2024,Processing,Credit Card
269,795,06/26/2023,Canceled,Credit Card
270,126,02/27/2025,Completed,Credit Card
271,738,08/17/2024,Completed,PayPal
272,176,07/22/2024,Processing,Credit Card
273,59,07/13/2024,Processing,PayPal
274,508,04/21/2024,Canceled,Credit Card
275,780,12/30/2024,Processing,PayPal
276,191,05/13/2024,Processing,PayPal
277,795,01/06/2025,Canceled,Credit Card
278,165,06/10/2023,Processing,Credit Card
279,317,11/29/2023,Completed,PayPal
280,966,07/23/2023,Processing,Credit Card
281,710,11/08/2023,Canceled,PayPal
282,64,12/29/2023,Canceled,Credit Card
283,190,08/28/2024,Canceled,Credit Card
284,550,10/03/2023,Canceled,PayPal
285,302,10/22/2024,Completed,PayPal
286,399,02/22/2025,Canceled,PayPal
287,228,04/02/2023,Processing,PayPal
288,268,12/10/2023,Canceled,Credit Card
289,5,05/06/2024,Canceled,Credit Card
290,601,07/08/2024,Canceled,Credit Card
291,244,06/09/2023,Completed,PayPal
292,903,02/22/2025,Processing,Credit Card
293,377,03/18/2025,Completed,Credit Card
294,436,10/01/2024,Processing,PayPal
295,493,05/19/2023,Completed,Credit Card
296,705,08/24/2023,Processing,Credit Card
297,16,05/30/2024,Completed,Credit Card
298,987,06/04/2024,Completed,Credit Card
299,82,08/16/2023,Canceled,PayPal
300,815,12/31/2024,Canceled,Credit Card
301,537,05/29/2023,Completed,Credit Card
302,518,08/23/2023,Completed,PayPal
303,604,09/16/2023,Canceled,Credit Card
304,553,07/04/2024,Canceled,PayPal
305,59,03/07/2025,Canceled,Credit Card
306,117,08/18/2024,Processing,PayPal
307,514,07/26/2023,Processing,PayPal
308,232,02/09/2025,Canceled,Credit Card
309,418,09/22/2024,Canceled,PayPal
310,439,01/27/2024,Completed,Credit Card
311,566,01/01/2025,Processing,PayPal
312,592,07/03/2023,Processing,Credit Card
313,771,03/05/2024,Canceled,PayPal
314,555,05/28/2024,Completed,PayPal
315,46,12/22/2024,Completed,Credit Card
316,643,03/30/2024,Canceled,PayPal
317,875,07/25/2023,Completed,Credit Card
318,651,11/13/2024,Canceled,Credit Card
319,251,08/28/2023,Processing,Credit Card
320,351,11/01/2024,Canceled,PayPal
321,198,10/14/2023,Canceled,Credit Card
322,592,03/11/2025,Processing,Credit Card
323,269,11/11/2024,Canceled,PayPal
324,557,01/01/2024,Completed,Credit Card
325,69,11/08/2023,Completed,Credit Card
326,179,07/09/2023,Canceled,PayPal
327,943,01/02/2025,Canceled,PayPal
328,405,11/07/2023,Processing,PayPal
329,239,10/24/2024,Completed,Credit Card
330,794,07/09/2023,Canceled,PayPal
331,613,07/20/2023,Processing,Credit Card
332,365,02/15/2025,Completed,PayPal
333,651,09/14/2024,Completed,Credit Card
334,121,08/27/2024,Processing,PayPal
335,566,09/03/2023,Processing,PayPal
336,945,02/12/2025,Canceled,PayPal
337,374,01/11/2024,Canceled,Credit Card
338,929,10/04/2024,Completed,PayPal
339,798,03/04/2025,Canceled,Credit Card
340,290,09/16/2024,Completed,PayPal
341,908,07/30/2024,Processing,Credit Card
342,547,03/16/2024,Completed,Credit Card
343,290,02/15/2025,Processing,Credit Card
344,824,09/05/2024,Completed,PayPal
345,175,12/08/2023,Completed,Credit Card
346,964,01/30/2024,Completed,PayPal
347,452,04/13/2024,Processing,Credit Card
348,413,09/16/2023,Processing,Credit Card
349,70,12/30/2023,Processing,Credit Card
350,135,05/13/2023,Canceled,PayPal
351,314,05/07/2024,Completed,PayPal
352,992,02/26/2024,Canceled,Credit Card
353,402,03/07/2025,Processing,PayPal
354,539,08/10/2023,Completed,PayPal
355,252,10/30/2023,Processing,PayPal
356,668,01/14/2025,Processing,Credit Card
357,413,10/16/2024,Canceled,PayPal
358,604,06/20/2024,Processing,PayPal
359,302,01/06/2025,Processing,PayPal
360,127,03/30/2024,Completed,Credit Card
361,312,10/16/2024,Canceled,Credit Card
362,798,08/25/2024,Completed,PayPal
363,433,08/15/2024,Canceled,PayPal
364,955,09/27/2024,Canceled,Credit Card
365,549,11/13/2024,Processing,Credit Card
366,404,01/21/2025,Completed,PayPal
367,570,10/03/2024,Canceled,PayPal
368,318,04/28/2023,Processing,PayPal
369,312,08/04/2023,Canceled,Credit Card
370,452,09/19/2024,Completed,Credit Card
371,541,07/19/2024,Processing,Credit Card
372,755,01/23/2024,Completed,Credit Card
373,549,12/07/2024,Completed,PayPal
374,656,05/04/2023,Canceled,Credit Card
375,107,09/15/2024,Canceled,PayPal
376,659,12/31/2024,Processing,Credit Card
377,488,10/11/2024,Processing,PayPal
378,844,07/09/2024,Processing,PayPal
379,997,08/26/2023,Completed,Credit Card
380,441,02/14/2025,Completed,Credit Card
381,39,09/21/2023,Completed,Credit Card
382,854,03/05/2025,Processing,Credit Card
383,197,10/13/2023,Completed,PayPal
384,328,01/07/2025,Canceled,Credit Card
385,77,11/15/2024,Completed,PayPal
386,238,02/08/2025,Completed,Credit Card
387,10,09/15/2023,Completed,PayPal
388,369,04/07/2024,Canceled,Credit Card
389,298,09/17/2024,Completed,Credit Card
390,327,12/23/2024,Processing,PayPal
391,308,01/16/2025,Canceled,PayPal
392,186,11/13/2023,Canceled,PayPal
393,236,02/25/2024,Canceled,Credit Card
394,72,11/13/2024,Processing,Credit Card
395,137,06/20/2024,Canceled,Credit Card
396,402,01/01/2025,Processing,Credit Card
397,537,10/26/2024,Completed,Credit Card
398,818,11/18/2023,Canceled,Credit Card
399,277,11/24/2024,Completed,Credit Card
400,643,08/25/2024,Canceled,Credit Card
401,514,04/09/2023,Canceled,PayPal
402,397,10/24/2023,Canceled,PayPal
403,679,08/03/2023,Completed,Credit Card
404,223,01/12/2025,Canceled,Credit Card
405,926,12/13/2023,Processing,Credit Card
406,879,07/13/2023,Completed,Credit Card
407,441,04/14/2024,Completed,Credit Card
408,849,01/26/2024,Processing,Credit Card
409,98,01/01/2025,Canceled,PayPal
410,98,03/22/2023,Completed,PayPal
411,82,03/29/2023,Canceled,Credit Card
412,319,07/04/2024,Canceled,Credit Card
413,303,10/30/2024,Canceled,Credit Card
414,931,03/22/2023,Processing,Credit Card
415,670,07/29/2023,Processing,PayPal
416,250,08/17/2023,Completed,PayPal
417,79,03/23/2023,Processing,Credit Card
418,64,06/01/2023,Canceled,Credit Card
419,231,02/03/2024,Canceled,Credit Card
420,464,03/18/2025,Processing,PayPal
421,675,07/21/2023,Completed,PayPal
422,742,02/07/2024,Completed,PayPal
423,760,02/08/2024,Completed,Credit Card
424,309,06/26/2023,Completed,PayPal
425,512,11/18/2023,Processing,PayPal
426,754,01/16/2025,Canceled,PayPal
427,110,11/29/2024,Canceled,Credit Card
428,200,03/07/2024,Completed,PayPal
429,847,07/27/2023,Processing,PayPal
430,815,03/25/2023,Processing,Credit Card
431,500,03/24/2024,Completed,PayPal
432,621,02/02/2024,Processing,Credit Card
433,105,02/12/2024,Processing,PayPal
434,991,08/04/2023,Canceled,PayPal
435,442,05/20/2023,Completed,Credit Card
436,821,09/05/2023,Processing,PayPal
437,963,08/16/2023,Processing,PayPal
438,852,01/16/2024,Completed,Credit Card
439,544,11/03/2024,Completed,PayPal
440,940,08/12/2023,Completed,Credit Card
441,141,12/25/2024,Canceled,PayPal
442,528,08/17/2023,Completed,Credit Card
443,521,07/03/2024,Canceled,Credit Card
444,177,05/01/2024,Canceled,PayPal
445,325,06/11/2024,Processing,PayPal
446,581,06/08/2024,Completed,PayPal
447,17,11/11/2023,Processing,PayPal
448,671,11/02/2023,Completed,PayPal
449,538,10/13/2024,Processing,Credit Card
450,291,04/20/2023,Processing,Credit Card
451,233,05/28/2023,Canceled,PayPal
452,507,11/24/2023,Canceled,Credit Card
453,795,12/13/2023,Canceled,PayPal
454,413,09/12/2023,Canceled,PayPal
455,218,07/10/2023,Processing,PayPal
456,46,03/07/2024,Processing,Credit Card
457,380,05/22/2024,Processing,PayPal
458,289,12/14/2023,Processing,PayPal
459,324,01/01/2024,Processing,PayPal
460,407,01/15/2024,Canceled,Credit Card
461,674,09/23/2023,Canceled,PayPal
462,739,10/30/2023,Canceled,PayPal
463,266,10/10/2023,Processing,PayPal
464,773,08/08/2023,Completed,PayPal
465,618,04/30/2024,Completed,Credit Card
466,625,07/24/2023,Completed,PayPal
467,118,11/07/2024,Processing,PayPal
468,325,11/03/2024,Completed,Credit Card
469,475,10/15/2023,Processing,PayPal
470,210,01/12/2024,Processing,PayPal
471,677,02/04/2025,Completed,PayPal
472,98,12/21/2024,Completed,PayPal
473,619,12/23/2024,Completed,PayPal
474,619,03/29/2024,Canceled,PayPal
475,904,01/04/2025,Processing,PayPal
476,945,04/26/2023,Completed,Credit Card
477,133,10/27/2024,Processing,Credit Card
478,51,11/25/2023,Canceled,PayPal
479,210,06/10/2024,Completed,PayPal
480,657,11/28/2023,Canceled,PayPal
481,702,03/02/2024,Completed,Credit Card
482,227,12/09/2023,Canceled,PayPal
483,68,03/17/2024,Processing,Credit Card
484,929,11/10/2023,Completed,PayPal
485,905,04/12/2023,Canceled,Credit Card
486,194,03/23/2024,Completed,PayPal
487,215,04/27/2023,Completed,PayPal
488,951,05/09/2023,Completed,PayPal
489,864,05/08/2024,Completed,PayPal
490,361,03/30/2024,Completed,PayPal
491,537,05/24/2024,Completed,PayPal
492,168,12/29/2024,Canceled,Credit Card
493,661,01/25/2025,Processing,PayPal
494,846,03/23/2023,Processing,Credit Card
495,986,05/30/2023,Canceled,PayPal
496,417,02/27/2025,Canceled,Credit Card
497,301,06/24/2024,Completed,Credit Card
498,406,06/08/2023,Canceled,Credit Card
499,825,07/18/2024,Canceled,Credit Card
500,287,04/30/2024,Canceled,PayPal
501,25,08/09/2023,Canceled,Credit Card
502,401,05/07/2023,Processing,Credit Card
503,354,04/15/2024,Canceled,Credit Card
504,569,03/17/2025,Completed,PayPal
505,385,05/06/2023,Completed,Credit Card
506,681,01/23/2024,Canceled,Credit Card
507,803,08/05/2024,Processing,Credit Card
508,794,11/15/2024,Completed,PayPal
509,844,04/11/2023,Completed,Credit Card
510,998,12/18/2023,Processing,Credit Card
511,791,06/24/2024,Processing,Credit Card
512,811,06/24/2023,Processing,Credit Card
513,346,03/05/2024,Canceled,PayPal
514,223,04/04/2024,Canceled,Credit Card
515,728,06/06/2024,Processing,PayPal
516,444,02/27/2024,Canceled,Credit Card
517,884,10/17/2023,Completed,PayPal
518,1000,08/21/2024,Processing,PayPal
519,529,02/24/2025,Processing,Credit Card
520,537,03/02/2025,Completed,PayPal
521,626,11/02/2023,Processing,PayPal
522,33,02/25/2025,Processing,Credit Card
523,918,10/15/2024,Processing,PayPal
524,182,10/21/2024,Completed,PayPal
525,673,08/19/2023,Canceled,PayPal
526,620,02/19/2024,Canceled,PayPal
527,849,08/17/2023,Processing,Credit Card
528,252,11/17/2023,Canceled,Credit Card
529,277,10/31/2024,Processing,Credit Card
530,521,05/24/2024,Canceled,Credit Card
531,994,01/19/2024,Processing,Credit Card
532,44,10/13/2024,Completed,Credit Card
533,907,06/01/2024,Completed,Credit Card
534,916,08/18/2023,Completed,Credit Card
535,245,01/31/2025,Canceled,PayPal
536,885,05/31/2023,Processing,Credit Card
537,540,02/27/2024,Canceled,Credit Card
538,313,04/12/2023,Processing,Credit Card
539,417,01/08/2025,Completed,PayPal
540,202,04/18/2023,Canceled,PayPal
541,505,04/18/2023,Completed,PayPal
542,503,12/05/2024,Completed,PayPal
543,168,09/15/2024,Processing,PayPal
544,74,06/28/2023,Canceled,PayPal
545,601,03/09/2024,Canceled,Credit Card
546,12,06/23/2023,Completed,PayPal
547,148,06/21/2024,Processing,PayPal
548,660,05/06/2024,Processing,Credit Card
549,55,04/13/2023,Completed,Credit Card
550,358,06/27/2023,Completed,Credit Card
551,504,01/05/2025,Completed,PayPal
552,46,08/31/2024,Canceled,PayPal
553,186,01/20/2024,Completed,PayPal
554,960,01/07/2025,Completed,Credit Card
555,921,01/01/2025,Processing,PayPal
556,501,02/19/2025,Canceled,PayPal
557,76,09/29/2023,Canceled,PayPal
558,505,01/10/2024,Completed,PayPal
559,134,12/11/2024,Canceled,Credit Card
560,314,07/29/2024,Canceled,PayPal
561,110,09/19/2024,Completed,Credit Card
562,217,12/25/2024,Completed,Credit Card
563,19,04/28/2024,Completed,Credit Card
564,141,02/01/2025,Canceled,PayPal
565,490,11/04/2023,Processing,Credit Card
566,335,10/28/2023,Processing,PayPal
567,679,07/13/2023,Completed,Credit Card
568,117,03/13/2025,Processing,PayPal
569,45,02/19/2025,Processing,PayPal
570,423,01/08/2025,Processing,PayPal
571,236,08/02/2024,Completed,Credit Card
572,560,07/27/2024,Completed,PayPal
573,384,07/01/2024,Canceled,PayPal
574,922,10/06/2023,Canceled,PayPal
575,826,10/27/2024,Processing,PayPal
576,259,07/01/2024,Processing,Credit Card
577,350,02/10/2025,Completed,PayPal
578,711,10/11/2023,Completed,PayPal
579,29,05/28/2024,Completed,Credit Card
580,519,07/13/2024,Canceled,Credit Card
581,813,05/18/2024,Completed,Credit Card
582,921,11/23/2024,Canceled,PayPal
583,807,09/30/2023,Processing,Credit Card
584,338,09/19/2023,Completed,Credit Card
585,584,02/01/2024,Completed,PayPal
586,268,12/28/2024,Canceled,PayPal
587,577,12/16/2023,Completed,Credit Card
588,833,08/10/2024,Completed,Credit Card
589,148,12/02/2024,Processing,Credit Card
590,509,10/12/2023,Completed,Credit Card
591,945,07/20/2023,Canceled,Credit Card
592,199,10/04/2024,Completed,Credit Card
593,82,03/19/2025,Processing,PayPal
594,408,10/11/2023,Canceled,Credit Card
595,538,01/27/2024,Processing,Credit Card
596,785,02/09/2025,Canceled,Credit Card
597,13,12/21/2023,Canceled,Credit Card
598,21,10/27/2024,Canceled,PayPal
599,843,05/26/2023,Completed,PayPal
600,355,11/02/2023,Processing,Credit Card
601,67,10/09/2024,Processing,Credit Card
602,221,10/23/2024,Canceled,PayPal
603,375,02/17/2025,Completed,Credit Card
604,98,11/27/2023,Canceled,Credit Card
605,930,12/04/2023,Canceled,Credit Card
606,511,12/25/2024,Canceled,PayPal
607,923,07/23/2024,Canceled,Credit Card
608,795,12/08/2024,Completed,Credit Card
609,957,02/10/2024,Processing,PayPal
610,84,01/05/2025,Processing,Credit Card
611,711,12/30/2024,Processing,PayPal
612,163,05/13/2023,Processing,Credit Card
613,180,05/06/2024,Completed,Credit Card
614,82,05/31/2023,Processing,Credit Card
615,721,04/06/2024,Processing,Credit Card
616,702,12/25/2024,Processing,PayPal
617,522,03/02/2024,Processing,Credit Card
618,567,01/29/2024,Processing,PayPal
619,635,11/13/2023,Processing,PayPal
620,745,12/24/2023,Canceled,Credit Card
621,131,11/16/2024,Completed,PayPal
622,996,08/07/2023,Processing,Credit Card
623,967,06/20/2024,Completed,PayPal
624,799,08/09/2024,Canceled,PayPal
625,571,04/12/2024,Completed,PayPal
626,570,12/17/2023,Processing,PayPal
627,529,04/24/2024,Canceled,PayPal
628,251,06/04/2024,Completed,PayPal
629,634,04/11/2023,Canceled,PayPal
630,654,06/01/2023,Canceled,Credit Card
631,936,11/16/2023,Completed,Credit Card
632,2,04/11/2024,Completed,Credit Card
633,40,05/22/2023,Completed,Credit Card
634,373,08/20/2024,Processing,PayPal
635,677,11/07/2024,Completed,PayPal
636,480,02/01/2024,Completed,PayPal
637,762,09/10/2024,Canceled,Credit Card
638,268,08/10/2024,Processing,PayPal
639,779,07/26/2024,Processing,Credit Card
640,571,04/28/2023,Canceled,Credit Card
641,589,04/17/2023,Completed,PayPal
642,441,07/09/2023,Processing,PayPal
643,648,01/30/2024,Completed,PayPal
644,231,01/28/2024,Canceled,Credit Card
645,546,02/08/2025,Canceled,Credit Card
646,6,10/17/2023,Processing,PayPal
647,217,10/24/2023,Processing,Credit Card
648,133,12/05/2024,Processing,PayPal
649,394,06/02/2024,Canceled,PayPal
650,635,03/20/2023,Processing,Credit Card
651,304,07/29/2024,Canceled,Credit Card
652,376,03/24/2023,Processing,PayPal
653,867,12/16/2023,Completed,PayPal
654,563,11/03/2024,Processing,PayPal
655,635,09/05/2023,Processing,Credit Card
656,857,08/04/2023,Canceled,Credit Card
657,483,02/17/2024,Completed,PayPal
658,181,08/10/2024,Completed,Credit Card
659,938,11/15/2023,Processing,PayPal
660,338,08/16/2023,Completed,Credit Card
661,581,02/27/2025,Completed,PayPal
662,538,01/16/2025,Completed,Credit Card
663,478,10/26/2023,Canceled,PayPal
664,49,07/26/2024,Completed,Credit Card
665,915,05/22/2024,Processing,Credit Card
666,452,06/30/2024,Completed,Credit Card
667,936,02/03/2024,Processing,Credit Card
668,849,11/01/2023,Processing,PayPal
669,877,09/05/2023,Processing,Credit Card
