order_detail_id,order_id,game_id,quantity,price_at_purchase
95,607,271,12,$32.36
96,687,572,18,$14.40
97,81,884,24,$46.70
98,886,423,2,$49.10
99,85,567,11,$30.92
100,994,402,12,$12.35
101,536,33,18,$40.96
102,297,204,17,$38.95
103,557,323,23,$37.03
104,439,452,5,$22.62
105,709,95,21,$59.80
106,166,558,11,$24.22
107,209,265,7,$47.73
108,726,595,7,$13.21
109,538,742,1,$53.46
110,74,554,19,$53.44
111,246,873,8,$57.58
112,902,385,19,$1.37
113,785,836,10,$48.45
114,819,949,3,$7.35
115,388,766,15,$41.73
116,366,438,17,$30.27
117,171,388,2,$44.76
118,76,464,20,$33.31
119,480,968,4,$45.20
120,660,403,17,$49.00
121,445,459,20,$55.03
122,119,550,11,$19.44
123,110,930,22,$7.99
124,354,963,11,$17.32
125,862,714,1,$43.61
126,748,675,24,$8.53
127,186,139,2,$33.13
128,223,480,3,$47.25
129,965,968,8,$13.98
130,921,697,14,$44.10
131,676,346,4,$53.25
132,183,819,15,$22.34
133,14,640,17,$7.03
134,338,103,23,$16.19
135,124,551,12,$1.16
136,549,459,17,$30.01
137,459,515,20,$9.10
138,545,624,11,$38.16
139,250,269,10,$47.72
140,219,40,8,$28.79
141,334,723,23,$20.62
142,799,383,14,$8.20
143,606,174,7,$9.82
144,582,15,5,$22.20
145,270,73,19,$5.57
146,188,852,5,$10.25
147,545,235,1,$21.17
148,147,943,16,$19.99
149,710,476,14,$39.26
150,798,752,14,$58.21
151,595,245,9,$46.38
152,33,323,8,$12.27
153,430,535,11,$11.18
154,921,282,23,$38.03
155,230,761,7,$37.42
156,581,235,24,$24.81
157,934,83,12,$4.08
158,201,984,22,$36.61
159,261,192,4,$29.95
160,951,532,21,$15.42
161,596,419,5,$18.48
162,432,61,7,$41.12
163,489,349,16,$4.69
164,513,46,3,$15.26
165,914,466,17,$26.24
166,698,223,9,$20.77
167,200,136,14,$44.44
168,859,45,22,$7.63
169,342,997,5,$57.71
170,871,535,7,$41.24
171,152,90,20,$29.91
172,413,186,18,$35.77
173,387,598,18,$28.28
174,848,939,17,$56.62
175,882,884,19,$11.64
176,728,911,7,$43.56
177,721,894,19,$31.20
178,629,101,12,$35.66
179,654,52,17,$9.84
180,299,513,4,$22.10
181,840,884,11,$8.64
182,373,865,20,$38.52
183,549,802,15,$33.05
184,973,252,13,$43.25
185,128,961,10,$45.24
186,136,520,22,$29.57
187,379,147,4,$48.41
188,795,960,21,$54.67
189,241,362,15,$53.89
190,930,354,22,$35.92
191,792,122,21,$38.89
192,360,547,14,$5.31
193,984,22,4,$21.80
194,458,829,1,$4.41
195,707,160,11,$51.27
196,789,571,23,$7.27
197,780,330,17,$36.82
198,158,737,7,$27.89
199,799,272,7,$26.42
200,125,177,24,$16.01
201,478,830,19,$33.42
202,178,816,1,$50.95
203,932,986,3,$57.47
204,81,183,14,$38.58
205,257,446,20,$32.17
206,386,90,25,$57.89
207,625,934,19,$5.27
208,13,357,15,$26.82
209,44,868,21,$4.49
210,997,459,6,$4.49
211,808,349,13,$20.74
212,121,964,5,$59.65
213,112,269,9,$42.36
214,242,968,2,$8.52
215,951,525,12,$57.82
216,162,177,24,$49.43
217,877,776,24,$35.95
218,505,334,2,$50.89
219,255,907,1,$42.68
220,676,758,16,$9.47
221,285,316,14,$29.40
222,667,425,18,$13.13
223,499,688,3,$46.99
224,320,920,14,$26.52
225,264,282,8,$34.01
226,384,145,4,$25.99
227,733,274,17,$56.56
228,890,153,18,$21.97
229,47,643,14,$43.27
230,983,365,1,$6.48
231,760,767,25,$21.99
232,985,328,10,$28.29
233,225,988,7,$2.16
234,809,426,6,$1.17
235,941,618,15,$37.09
236,375,166,2,$5.05
237,810,281,1,$5.42
238,494,580,8,$23.75
239,193,665,20,$37.33
240,627,756,24,$57.46
241,652,791,20,$37.01
242,33,619,12,$26.95
243,437,36,20,$33.70
244,341,302,4,$44.47
245,71,712,9,$28.01
246,872,235,14,$16.38
247,145,451,13,$29.06
248,180,731,16,$23.92
249,547,263,13,$46.33
250,845,704,9,$25.90
251,511,958,16,$31.53
252,908,552,16,$2.24
253,419,54,21,$29.93
254,66,89,2,$49.04
255,432,939,23,$35.75
256,843,855,13,$21.25
257,221,671,14,$14.36
258,516,787,22,$46.74
259,500,347,21,$35.83
260,23,724,23,$27.52
261,366,616,22,$32.35
262,16,606,15,$1.58
263,811,68,17,$25.62
264,836,460,13,$6.08
265,899,113,25,$15.71
266,780,856,6,$13.67
267,489,481,4,$48.51
268,740,971,1,$39.09
269,703,384,24,$30.73
270,606,223,24,$44.88
271,289,396,22,$24.53
272,674,633,7,$28.18
273,159,17,8,$8.48
274,423,645,8,$27.79
275,317,274,21,$33.36
276,93,138,7,$55.16
277,866,21,17,$22.67
278,36,753,2,$4.23
279,872,250,1,$26.39
280,736,240,5,$58.15
281,801,102,24,$29.85
282,191,446,7,$44.76
283,733,258,1,$40.84
284,114,389,22,$18.60
285,401,904,16,$40.93
286,689,27,6,$46.18
287,884,991,5,$14.95
288,770,462,6,$27.67
289,17,515,5,$3.17
290,573,237,12,$0.17
291,177,262,10,$55.27
292,600,897,15,$53.95
293,879,261,20,$45.95
294,292,293,16,$34.57
295,175,750,8,$14.97
296,459,251,4,$19.88
297,143,745,8,$34.67
298,979,747,11,$39.68
299,628,892,15,$18.88
300,277,576,6,$46.56
301,308,624,22,$2.91
302,708,933,17,$1.34
303,804,476,21,$28.30
304,333,4,10,$42.29
305,900,237,10,$24.53
306,146,365,6,$12.23
307,468,43,16,$18.73
308,725,536,13,$58.77
309,154,701,13,$8.33
310,851,918,9,$24.17
311,477,285,2,$53.73
312,675,956,21,$22.25
313,863,343,12,$27.02
314,14,223,15,$20.81
315,755,9,5,$23.49
316,63,392,24,$50.58
317,823,692,2,$48.84
318,308,398,24,$20.53
319,289,965,15,$25.06
320,835,242,7,$51.68
321,913,119,14,$17.31
322,339,536,21,$33.86
323,720,604,1,$37.16
324,167,799,8,$51.73
325,907,153,25,$5.77
326,330,442,23,$15.62
327,545,801,6,$52.61
328,529,857,5,$12.87
329,15,186,12,$46.57
330,484,343,10,$44.67
331,326,107,18,$54.50
332,500,942,1,$42.89
333,648,580,12,$58.28
334,951,358,20,$19.70
335,783,961,13,$26.76
336,991,137,8,$54.18
337,768,905,16,$15.67
338,705,454,23,$11.36
339,216,776,14,$10.17
340,801,208,1,$18.78
341,641,807,16,$8.70
342,638,32,21,$50.07
343,421,899,7,$3.14
344,50,338,2,$29.40
345,234,24,7,$32.61
346,762,705,4,$18.67
347,240,133,17,$34.85
348,83,727,18,$40.52
349,798,665,25,$52.46
350,619,743,23,$26.36
351,356,360,4,$43.68
352,327,361,6,$44.62
353,4,278,24,$59.39
354,390,289,8,$22.26
355,111,237,13,$29.45
356,776,664,25,$10.38
357,44,268,13,$50.53
358,695,979,21,$57.68
359,675,590,17,$36.91
360,831,295,25,$10.77
361,38,796,16,$47.69
362,280,490,13,$51.22
363,731,125,21,$36.54
364,485,452,18,$45.56
365,145,42,9,$25.59
366,746,924,14,$48.09
367,106,400,20,$52.98
368,82,720,22,$18.62
369,515,496,16,$44.84
370,842,236,13,$8.52
371,431,795,19,$9.99
372,89,910,19,$51.51
373,853,17,15,$27.74
374,379,397,8,$5.13
375,36,300,18,$37.97
376,73,550,3,$35.75
377,963,468,17,$30.02
378,784,833,13,$49.66
379,688,1000,15,$6.22
380,931,364,22,$30.25
381,247,247,15,$51.90
382,864,942,8,$21.39
383,84,940,17,$41.92
384,703,404,2,$5.67
385,371,232,7,$42.76
386,571,357,11,$56.46
387,706,407,4,$58.56
388,575,606,7,$20.37
389,472,368,12,$16.02
390,493,824,4,$35.54
391,419,181,22,$21.42
392,658,646,15,$26.81
393,931,757,20,$25.92
394,21,785,5,$40.42
395,788,660,1,$2.20
396,167,764,11,$32.47
397,269,536,10,$48.09
398,997,524,25,$2.56
399,43,47,12,$56.05
400,116,150,16,$54.34
401,74,355,4,$3.95
402,79,225,25,$17.76
403,508,586,17,$56.23
404,646,208,3,$53.89
405,695,599,13,$37.36
406,86,187,2,$57.69
407,295,828,1,$53.12
408,562,791,5,$17.79
409,315,716,18,$34.35
410,822,653,16,$28.71
411,65,446,11,$22.60
412,344,117,5,$54.27
413,900,756,25,$29.69
414,363,751,19,$56.79
415,771,859,13,$11.02
416,778,744,8,$42.80
417,500,288,15,$40.95
418,562,510,25,$5.72
419,314,954,11,$40.49
420,398,85,11,$7.96
421,516,742,7,$10.59
422,225,803,19,$10.56
423,171,292,24,$0.93
424,568,998,13,$28.69
425,162,783,11,$45.51
426,239,377,3,$13.50
427,417,841,22,$48.28
428,893,341,17,$0.25
429,295,684,2,$4.01
430,833,581,17,$26.47
431,683,978,21,$51.54
432,441,411,16,$28.98
433,570,950,14,$29.57
434,779,42,5,$21.87
435,882,387,22,$27.47
436,424,344,12,$57.12
437,396,258,10,$4.58
438,500,47,4,$43.85
439,149,932,10,$5.61
440,504,296,20,$16.66
441,507,990,18,$49.50
442,937,442,20,$42.19
443,507,190,5,$27.92
444,91,415,20,$17.84
445,682,878,17,$15.12
446,657,499,16,$24.57
447,691,929,6,$23.35
448,954,993,20,$19.16
449,57,763,15,$53.37
450,643,178,23,$21.52
451,243,154,5,$3.92
452,134,965,6,$28.24
453,622,501,25,$31.49
454,445,460,14,$51.09
455,927,918,1,$31.31
456,92,205,4,$19.52
457,782,625,19,$52.80
458,220,37,21,$9.32
459,370,269,19,$46.23
460,56,441,17,$10.38
461,237,445,16,$26.82
462,968,356,13,$53.89
463,598,854,12,$26.70
464,579,232,6,$14.35
465,545,713,8,$21.43
466,403,59,24,$36.98
467,276,489,4,$5.53
468,799,131,18,$48.25
469,810,340,10,$7.69
470,175,377,18,$11.48
471,609,176,23,$52.87
472,348,8,21,$47.66
473,760,492,7,$33.66
474,228,586,21,$45.45
475,99,757,6,$8.33
476,10,164,9,$23.31
477,97,856,6,$2.80
478,902,225,25,$47.11
479,211,349,15,$44.89
480,76,829,15,$55.70
481,592,979,1,$29.29
482,275,262,7,$16.37
483,876,489,1,$4.61
484,714,695,8,$40.32
485,943,145,22,$34.14
486,61,910,22,$51.83
487,323,809,14,$37.94
488,909,127,10,$51.35
489,815,378,15,$58.79
490,124,581,4,$40.44
491,758,995,19,$30.40
492,728,218,6,$0.49
493,913,197,1,$1.37
494,467,936,2,$23.59
495,779,495,1,$44.75
496,566,774,7,$6.42
497,583,706,19,$56.90
498,163,284,23,$16.36
499,456,650,19,$56.25
500,776,10,10,$32.60
501,338,80,7,$16.67
502,855,965,11,$18.43
503,258,49,9,$37.45
504,320,309,2,$32.78
505,657,750,23,$0.49
506,661,82,8,$4.75
507,720,206,11,$34.15
508,560,463,24,$41.65
509,893,118,3,$17.63
510,270,813,16,$49.21
511,541,283,24,$49.32
512,544,505,4,$47.38
513,618,608,25,$47.65
514,912,17,16,$3.99
515,476,27,15,$4.56
516,538,831,16,$10.51
517,545,357,12,$56.61
518,8,101,8,$52.83
519,537,400,11,$29.37
520,623,89,18,$50.11
521,584,589,13,$21.17
522,225,138,4,$39.60
523,279,800,7,$37.97
524,734,552,11,$15.04
525,974,302,23,$13.53
526,832,440,10,$59.29
527,917,290,21,$50.41
528,973,785,1,$23.91
529,842,110,6,$45.65
530,38,934,9,$56.59
531,744,746,19,$54.75
532,26,27,18,$52.91
533,435,196,18,$22.80
534,7,417,14,$58.69
535,133,393,15,$41.12
536,596,985,4,$31.05
537,587,170,1,$33.79
538,153,943,23,$18.88
539,540,405,6,$11.73
540,20,321,10,$44.13
541,659,438,18,$14.28
542,379,931,9,$8.01
543,466,862,9,$35.10
544,654,817,6,$35.44
545,186,974,14,$19.78
546,739,341,15,$13.18
547,230,343,9,$58.68
548,629,6,3,$22.57
549,40,351,14,$54.11
550,765,277,17,$21.23
551,587,194,25,$26.82
552,308,352,22,$43.98
553,69,973,2,$17.37
554,246,115,3,$1.89
555,786,332,23,$10.64
556,788,48,20,$13.52
557,48,940,25,$36.46
558,982,823,11,$24.48
559,32,945,18,$28.75
560,429,30,3,$0.13
561,586,985,24,$2.57
562,693,715,2,$17.69
563,659,811,3,$52.19
564,255,456,24,$42.83
565,753,253,24,$37.39
566,945,90,15,$30.99
567,644,968,21,$9.20
568,560,154,18,$58.28
569,42,136,11,$1.44
570,727,555,25,$16.69
571,529,899,3,$34.72
572,149,208,8,$17.52
573,557,460,18,$44.39
574,84,707,3,$38.41
575,613,965,16,$53.86
576,256,257,10,$23.87
577,131,828,19,$15.91
578,317,953,8,$2.75
579,632,337,22,$57.86
580,183,31,7,$30.30
581,54,861,9,$32.89
582,854,182,7,$41.30
583,471,984,16,$27.99
584,684,133,6,$17.06
585,853,634,11,$13.13
586,712,199,12,$45.83
587,614,935,3,$35.23
588,719,237,12,$24.03
589,371,649,10,$3.31
590,920,237,3,$21.19
591,795,897,23,$5.85
592,351,501,5,$37.75
593,526,491,2,$54.76
594,908,381,4,$41.96
595,370,937,14,$49.53
596,652,761,19,$14.42
597,521,920,2,$51.37
598,494,154,20,$36.78
599,785,443,4,$13.47
600,355,808,25,$55.08
601,774,288,23,$13.45
602,267,861,5,$53.60
603,684,224,22,$34.72
604,933,828,19,$27.71
605,683,206,9,$15.71
606,689,398,14,$30.89
607,351,725,25,$58.73
608,441,99,2,$12.61
609,698,589,11,$24.77
610,258,822,11,$38.17
611,35,802,17,$18.81
612,433,221,7,$4.91
613,551,679,25,$6.77
614,757,508,17,$59.15
615,244,493,16,$23.85
616,290,256,17,$2.54
617,800,565,6,$45.18
618,837,134,10,$50.63
619,358,41,17,$14.50
620,433,592,4,$50.89
621,789,360,13,$28.81
622,614,588,5,$53.01
623,515,420,4,$40.29
624,355,265,25,$47.39
625,667,314,21,$39.55
626,711,422,9,$45.62
627,724,671,15,$46.19
628,10,722,11,$40.72
629,217,851,17,$27.16
630,430,759,18,$57.40
631,172,26,21,$1.49
632,902,404,5,$6.25
633,993,899,10,$18.56
634,933,694,8,$47.17
635,161,949,10,$49.26
636,487,961,13,$41.42
637,772,180,9,$28.48
638,626,441,13,$24.20
639,667,588,12,$32.92
640,203,642,16,$6.61
641,708,79,25,$50.67
642,493,463,9,$24.60
643,459,498,25,$3.35
644,459,806,21,$38.91
645,505,132,2,$50.31
646,871,976,16,$36.39
647,319,318,19,$42.07
648,530,411,15,$46.43
649,777,36,15,$34.66
650,6,330,14,$17.95
651,826,130,23,$30.67
652,800,62,22,$33.22
653,206,413,19,$26.05
654,828,410,2,$33.01
655,779,677,10,$16.07
656,573,238,20,$44.87
657,93,720,4,$55.47
658,642,66,16,$7.00
659,546,269,7,$36.47
660,549,960,6,$6.12
661,18,908,18,$4.42
662,949,936,23,$52.90
663,694,179,4,$19.01
664,952,972,11,$10.03
665,729,957,11,$48.39
666,931,329,17,$7.22
667,581,451,17,$40.28
668,774,122,18,$33.84
669,731,492,8,$27.35
670,201,594,8,$41.76
671,816,689,20,$46.95
672,642,408,22,$54.09
673,393,26,24,$55.79
674,929,142,7,$26.54
675,102,688,19,$58.25
676,404,633,21,$20.18
677,337,209,13,$15.98
678,780,820,13,$40.70
679,52,522,21,$45.08
680,355,446,2,$40.75
681,367,63,22,$21.29
682,957,216,11,$33.10
683,541,102,11,$50.47
684,658,425,2,$50.35
685,677,980,19,$4.09
686,137,106,10,$48.08
687,315,393,22,$18.82
688,24,627,19,$46.58
689,906,454,17,$12.40
690,224,785,15,$50.47
691,720,34,23,$3.56
692,542,119,9,$43.80
693,836,446,3,$37.87
694,571,845,17,$31.64
695,678,287,16,$55.36
696,886,469,4,$36.74
697,57,78,17,$31.99
698,771,859,7,$54.46
699,509,81,22,$38.00
700,770,66,23,$24.22
701,857,470,20,$10.58
702,127,500,16,$27.54
703,416,315,2,$57.60
704,444,705,23,$26.07
705,916,757,23,$44.13
706,565,338,22,$43.52
707,256,159,15,$16.45
708,398,150,7,$55.34
709,664,222,2,$7.52
710,364,51,21,$46.00
711,257,912,17,$15.26
712,81,174,23,$47.16
713,6,346,9,$18.39
714,56,912,9,$27.34
715,310,823,21,$5.33
716,177,691,18,$27.64
717,294,459,14,$2.12
718,795,972,4,$22.36
719,161,721,25,$43.75
720,175,671,6,$12.35
721,357,995,21,$6.23
722,553,533,25,$38.71
723,492,564,6,$7.81
724,650,590,8,$43.97
725,236,996,18,$48.85
726,226,698,13,$55.35
727,738,6,2,$41.20
728,545,477,20,$49.45
729,53,495,22,$44.34
730,869,416,17,$52.88
731,749,730,19,$8.45
732,569,443,22,$53.38
733,847,859,15,$6.16
734,479,701,3,$7.14
735,647,728,14,$10.72
736,223,205,8,$34.90
737,953,728,24,$8.92
738,127,389,8,$43.70
739,557,497,1,$20.44
740,334,128,15,$44.26
741,617,583,22,$52.26
742,490,84,17,$51.97
743,801,627,7,$41.79
744,582,375,9,$22.50
745,542,845,18,$7.28
746,254,862,13,$23.53
747,431,205,16,$54.52
748,363,230,17,$50.23
749,265,492,1,$39.73
750,62,83,14,$35.41
751,497,662,10,$54.46
752,628,601,17,$57.16
753,637,177,24,$21.23
754,788,978,8,$11.49
755,691,440,23,$59.61
756,923,597,8,$30.43
757,525,879,10,$4.85
758,373,238,16,$34.50
759,436,757,18,$33.05
760,108,351,16,$47.90
761,715,238,23,$55.50
762,227,708,25,$26.89
763,309,178,1,$47.92
764,588,61,23,$48.96
765,140,206,17,$39.69
766,293,928,20,$11.23
767,214,688,20,$46.37
768,449,344,19,$31.39
769,559,322,20,$16.49
770,797,891,7,$35.79
771,749,475,1,$4.17
772,862,454,21,$20.11
773,74,545,9,$33.80
774,477,43,5,$10.09
775,266,721,9,$13.00
776,105,548,8,$50.11
777,49,154,1,$9.17
778,250,234,20,$16.97
779,919,246,23,$7.75
780,530,575,2,$3.94
781,681,501,1,$18.91
782,751,388,13,$58.77
783,694,296,10,$54.03
784,50,558,7,$24.55
785,474,596,16,$26.56
786,352,435,2,$1.23
787,602,23,6,$17.34
788,52,675,18,$39.71
789,214,893,2,$27.31
790,649,946,7,$55.49
791,879,644,19,$36.71
792,153,260,10,$12.79
793,694,742,23,$11.01
794,634,183,1,$6.36
795,229,433,11,$51.61
796,48,635,10,$47.74
797,529,552,12,$53.87
798,546,566,22,$0.59
799,180,716,11,$22.13
800,759,156,23,$27.13
801,610,689,2,$30.11
802,632,353,24,$10.20
803,513,368,20,$23.38
804,153,25,24,$42.00
805,409,130,11,$35.85
806,467,234,5,$50.38
807,566,642,25,$19.66
808,341,914,21,$55.35
809,789,924,9,$26.56
810,185,388,16,$9.51
811,65,276,22,$3.86
812,935,882,11,$31.81
813,537,138,18,$55.54
814,311,808,16,$49.26
815,78,214,4,$53.17
816,531,483,14,$37.71
817,579,840,4,$49.26
818,206,303,24,$38.10
819,759,897,22,$54.66
820,948,185,4,$23.98
821,410,617,25,$24.37
822,829,156,13,$44.89
823,705,297,9,$42.96
824,629,975,20,$46.98
825,880,638,3,$2.45
826,981,427,21,$46.28
827,198,58,16,$25.05
828,842,920,25,$7.73
829,485,627,4,$45.46
830,507,299,10,$57.17
831,700,651,23,$13.82
832,849,842,11,$9.07
833,271,753,2,$3.39
834,798,440,1,$6.83
835,595,757,7,$17.30
836,882,107,10,$31.99
837,952,734,24,$50.66
838,765,313,6,$17.75
839,53,554,18,$35.85
840,498,285,6,$59.90
841,301,399,25,$16.91
842,884,401,23,$25.01
843,617,117,20,$7.82
844,742,740,20,$53.09
845,111,283,20,$8.32
846,561,640,12,$15.39
847,567,776,14,$57.95
848,927,322,9,$54.31
849,902,289,16,$52.14
850,115,564,4,$25.80
851,73,767,21,$8.03
852,44,333,15,$24.82
853,974,9,13,$3.68
854,711,599,14,$38.08
855,744,687,11,$40.50
856,747,328,14,$47.19
857,553,242,11,$56.81
858,345,967,19,$28.99
859,639,123,17,$37.01
860,715,861,16,$44.80
861,820,870,11,$1.35
862,421,384,11,$17.05
863,477,443,22,$56.40
864,514,247,1,$33.52
865,870,841,16,$17.99
866,268,824,1,$16.53
867,453,422,22,$3.03
868,214,395,11,$52.88
869,727,681,2,$2.37
870,421,253,12,$31.18
871,196,569,21,$6.43
872,653,646,10,$57.32
873,990,737,13,$42.65
874,21,888,9,$10.12
875,273,540,9,$54.97
876,856,803,12,$51.87
877,802,873,11,$2.46
878,408,454,8,$38.60
879,275,282,14,$6.91
880,392,685,7,$51.94
881,315,417,23,$17.82
882,706,597,13,$1.45
883,332,702,6,$17.24
884,135,496,15,$44.51
885,341,319,24,$25.36
886,116,521,1,$2.24
887,286,617,14,$52.90
888,577,751,7,$32.05
889,998,909,10,$52.61
890,652,867,24,$10.30
891,903,330,24,$17.58
892,713,336,3,$2.18
893,863,313,21,$10.15
894,31,385,19,$4.12
895,60,113,16,$21.81
896,252,310,13,$38.75
897,956,529,19,$40.20
898,447,985,10,$54.74
899,579,473,13,$32.17
900,218,869,6,$23.91
901,443,198,3,$37.34
902,852,817,23,$14.61
903,787,633,12,$55.54
904,196,496,15,$41.86
905,622,632,8,$36.85
906,930,986,22,$4.09
907,21,303,18,$34.51
908,537,204,25,$37.79
909,483,446,24,$24.15
910,978,806,1,$12.79
911,64,415,5,$2.34
912,832,73,3,$12.50
913,84,656,20,$18.47
914,185,367,9,$46.15
915,94,882,11,$26.88
916,341,193,7,$35.10
917,318,210,1,$55.28
918,263,531,21,$15.34
919,979,588,17,$59.25
920,503,813,11,$6.56
921,651,944,3,$26.74
922,781,804,18,$25.49
923,423,578,7,$2.33
924,777,565,18,$36.42
925,195,54,18,$29.58
926,319,987,3,$51.67
927,498,171,25,$37.57
928,790,850,9,$44.45
929,923,79,19,$0.90
930,450,332,9,$23.09
931,528,230,1,$44.22
932,947,617,13,$5.48
933,680,241,24,$5.89
934,145,938,15,$41.01
935,179,233,8,$8.92
936,235,973,17,$52.85
937,415,196,10,$15.69
938,17,349,7,$54.41
939,519,624,20,$45.98
940,329,48,25,$42.54
941,533,282,21,$42.03
942,687,265,2,$40.37
943,615,740,23,$57.29
944,163,657,11,$3.86
945,456,360,11,$40.71
946,747,630,13,$49.62
947,392,620,21,$10.61
948,212,397,3,$31.89
949,714,581,5,$45.82
950,930,452,1,$53.67
951,159,762,21,$31.73
952,611,382,11,$11.73
953,799,207,9,$25.65
954,132,23,12,$39.12
955,612,397,16,$26.01
956,838,90,5,$16.05
957,433,562,22,$43.50
958,396,781,16,$42.73
959,323,872,21,$20.97
960,457,601,1,$39.25
961,884,689,12,$40.77
962,313,584,2,$1.13
963,234,608,17,$20.46
964,665,134,5,$15.94
965,450,898,14,$1.77
966,491,232,18,$3.84
967,743,655,20,$7.00
968,203,546,12,$25.39
969,684,269,5,$32.63
970,63,62,21,$28.51
971,736,735,11,$42.68
972,860,523,8,$40.37
973,686,680,1,$47.50
974,227,929,10,$23.47
975,317,842,22,$54.48
976,975,963,10,$25.94
977,685,922,20,$19.77
978,332,486,6,$49.29
979,836,702,6,$5.63
980,177,32,19,$51.98
981,981,356,25,$38.66
982,8,394,13,$25.06
983,117,603,14,$50.23
984,687,114,14,$55.71
985,882,678,25,$34.94
986,953,106,8,$13.06
987,697,97,22,$13.40
988,284,977,9,$46.66
989,489,316,2,$5.81
990,772,525,8,$17.02
991,122,193,6,$40.03
992,339,983,19,$23.26
993,937,278,25,$7.41
994,986,746,13,$57.15
995,921,820,25,$15.23
996,21,584,6,$55.43
997,588,321,22,$8.18
998,464,168,6,$13.70
999,694,427,2,$7.63
1000,420,71,20,$44.31
