order_detail_id,order_id,game_id,quantity,price_at_purchase
216,321,549,2,44.69
217,481,400,8,31.21
218,341,146,7,21.74
219,847,287,7,37.57
220,687,584,8,47.08
221,588,507,3,38.2
222,954,770,6,26.87
223,724,593,7,7.26
224,511,764,9,51.24
225,689,283,4,17.28
226,360,287,4,15.7
227,215,408,4,53.46
228,463,492,2,18.81
229,808,815,7,32.49
230,126,544,2,4.33
231,380,784,8,30.9
232,422,359,5,45.12
233,131,56,8,58.47
234,456,532,8,26.95
235,82,145,3,53.79
236,954,982,3,45.54
237,940,777,6,28.54
238,386,588,9,15.18
239,709,302,8,5.6
240,883,889,7,17.71
241,932,464,3,59.6
242,500,3,1,3.96
243,818,93,10,37.96
244,75,857,5,11.02
245,411,199,2,40.0
246,62,905,3,2.32
247,951,459,4,56.38
248,949,207,8,35.17
249,915,25,3,51.16
250,372,720,2,52.59
251,224,418,8,40.53
252,888,729,8,31.66
253,133,585,1,56.31
254,715,540,5,12.12
255,510,514,1,6.93
256,100,135,3,42.28
257,186,584,7,26.08
258,456,998,5,41.7
259,875,300,2,43.09
260,6,110,2,38.1
261,399,795,5,29.68
262,970,434,9,24.25
263,165,802,5,20.73
264,58,550,1,6.79
265,328,29,6,43.94
266,279,172,6,22.78
267,92,747,5,52.84
268,886,917,6,51.27
269,595,755,3,41.97
270,289,670,1,46.24
271,445,457,10,39.74
272,282,212,8,11.33
273,871,749,1,13.81
274,896,964,9,42.31
275,876,149,1,41.51
276,590,931,1,19.1
277,485,412,7,24.64
278,744,336,3,14.44
279,510,451,6,27.23
280,748,116,7,12.01
281,335,535,3,14.74
282,625,569,2,52.71
283,674,915,3,31.8
284,354,214,1,15.18
285,214,907,3,41.26
286,540,180,8,48.73
287,419,741,4,17.69
288,505,554,8,36.68
289,994,281,5,35.44
290,996,584,4,24.54
291,254,26,7,39.43
292,864,944,10,24.28
293,156,739,4,6.62
294,688,22,10,57.42
295,382,324,4,20.61
296,873,707,9,43.86
297,944,859,4,6.43
298,402,984,3,9.92
299,163,630,5,27.08
300,326,859,1,9.91
301,733,303,3,13.97
302,730,747,7,52.06
303,676,689,1,17.86
304,263,377,4,23.78
305,478,822,6,6.29
306,107,397,10,40.41
307,29,499,8,51.92
308,143,965,7,21.89
309,297,525,8,48.7
310,55,378,4,57.37
311,957,777,4,29.66
312,681,555,6,33.24
313,300,875,5,44.43
314,206,291,2,56.01
315,349,126,5,44.42
316,741,96,8,55.68
317,181,601,10,39.46
318,914,566,7,24.2
319,934,60,5,56.58
320,477,664,6,26.3
321,906,335,2,12.89
322,572,202,1,7.22
323,858,318,1,17.53
324,437,995,2,53.87
325,387,415,1,57.24
326,429,903,5,4.03
327,830,877,5,27.12
328,23,237,10,10.28
329,878,687,2,28.79
330,984,924,2,19.81
331,308,504,7,2.27
332,15,98,8,53.92
333,197,906,2,51.3
334,761,167,5,29.86
335,29,97,2,11.72
336,55,938,4,41.17
337,789,201,3,8.99
338,718,983,7,42.02
339,522,765,8,17.55
340,884,186,2,34.31
341,968,328,7,4.5
342,141,787,6,45.9
343,523,173,3,42.62
344,39,66,10,58.94
345,928,142,2,14.06
346,357,884,8,6.57
347,929,252,6,10.21
348,815,834,7,27.43
349,152,25,1,5.24
350,271,618,4,20.69
351,213,247,2,51.59
352,447,721,2,53.1
353,543,420,4,24.87
354,249,870,3,3.72
355,652,879,8,40.24
356,632,855,5,18.96
357,347,421,3,36.67
358,675,731,10,48.29
359,1,909,5,19.98
360,813,315,7,3.78
361,957,113,2,57.32
362,69,248,8,21.62
363,504,713,7,7.91
364,794,963,9,10.07
365,474,221,9,1.86
366,875,290,7,54.65
367,33,185,6,15.41
368,95,421,9,51.74
369,837,726,7,54.13
370,711,205,2,12.51
371,317,251,2,37.23
372,362,917,5,12.78
373,905,245,3,9.35
374,825,397,8,15.06
375,7,81,4,1.43
376,425,602,7,27.01
377,731,691,7,26.67
378,906,813,5,30.14
379,404,113,9,54.31
380,524,290,7,13.21
381,945,708,5,3.62
382,622,359,4,43.23
383,351,117,4,2.52
384,499,43,10,55.96
385,241,206,3,15.31
386,343,425,10,27.32
387,935,160,7,49.07
388,268,799,5,13.07
389,28,912,3,13.42
390,434,56,4,4.38
391,822,970,6,47.01
392,438,253,3,26.27
393,415,126,1,18.02
394,81,341,10,57.06
395,142,414,5,37.94
396,323,651,3,47.68
397,359,887,5,6.52
398,341,49,9,31.64
399,152,679,3,41.42
400,749,963,6,22.86
401,210,517,3,33.66
402,615,29,4,56.01
403,208,233,9,14.32
404,426,764,3,3.23
405,195,97,5,17.48
406,528,878,2,3.84
407,130,831,6,55.16
408,65,585,6,13.99
409,437,988,6,15.6
410,946,956,6,22.87
411,49,320,4,22.2
412,692,763,4,51.11
413,638,5,3,44.16
414,765,133,3,46.49
415,239,505,10,18.21
416,29,247,6,15.21
417,425,888,6,36.54
418,964,450,8,43.04
419,972,95,1,7.31
420,138,852,5,2.92
421,909,676,1,1.27
422,481,191,7,6.68
423,561,214,7,8.91
424,401,254,9,49.29
425,11,296,1,24.2
426,129,213,5,10.0
427,486,807,10,46.16
428,835,943,9,12.91
429,369,999,3,46.0
430,476,34,9,21.57
431,282,78,1,44.9
432,839,798,2,56.55
433,153,7,5,22.12
434,422,117,10,46.33
435,29,735,5,20.44
436,510,263,4,54.44
437,55,929,8,15.66
438,3,668,5,48.07
439,636,572,3,53.03
440,653,341,8,58.42
441,204,74,6,11.66
442,623,411,1,6.36
443,826,564,6,44.6
444,804,958,7,8.99
445,828,61,5,20.54
446,263,953,2,25.98
447,224,33,6,23.88
448,789,308,4,57.36
449,944,828,5,3.77
450,85,825,2,19.17
451,309,532,2,15.16
452,87,261,3,47.6
453,586,409,7,51.82
454,526,870,5,17.2
455,508,730,4,42.81
456,99,824,9,49.39
457,608,530,3,24.63
458,4,860,3,56.61
459,964,235,1,18.42
460,171,220,4,15.06
461,831,673,10,34.24
462,347,279,10,21.48
463,116,706,1,43.16
464,523,528,7,27.5
465,67,849,8,45.17
466,749,394,7,28.93
467,857,887,7,50.45
468,801,277,3,1.28
469,204,253,9,6.78
470,608,127,9,59.55
471,381,395,4,54.15
472,669,674,1,15.21
473,56,608,1,32.57
474,903,524,10,44.6
475,18,74,3,58.89
476,555,511,3,3.35
477,311,388,10,24.01
478,592,621,6,51.26
479,120,669,8,27.09
480,338,635,9,28.62
481,509,52,2,58.36
482,770,334,1,16.23
483,647,979,5,4.89
484,432,747,6,5.83
485,710,607,6,53.04
486,882,343,2,28.35
487,585,826,9,14.12
488,606,900,5,34.07
489,699,263,5,10.27
490,535,407,4,36.62
491,435,403,1,56.18
492,399,62,10,9.89
493,898,237,9,6.08
494,443,363,8,10.59
495,9,258,7,5.94
496,825,769,4,43.9
497,332,301,8,2.35
498,701,548,5,55.51
499,286,261,5,53.18
500,334,959,10,16.61
501,627,297,3,4.07
502,539,287,6,2.43
503,234,814,5,59.94
504,783,432,7,40.11
505,439,852,4,46.27
506,77,685,10,12.18
507,449,388,4,1.23
508,199,598,10,38.24
509,549,426,4,50.02
510,404,487,5,41.0
511,499,336,4,46.15
512,546,829,5,19.29
513,400,768,8,5.28
514,868,591,9,3.23
515,607,372,7,28.42
516,607,151,6,35.65
517,392,783,2,52.06
518,728,61,5,51.77
519,290,899,9,14.67
520,787,990,9,48.84
521,250,237,8,18.05
522,325,872,8,51.91
523,181,754,2,25.21
524,213,604,5,27.91
525,130,144,7,7.6
526,619,586,2,1.8
527,342,885,6,58.8
528,699,883,3,31.72
529,810,953,10,34.04
530,432,919,1,44.02
531,957,212,9,37.17
532,123,570,3,14.31
533,941,894,6,51.5
534,359,853,7,15.07
535,812,125,7,24.81
536,81,835,5,16.67
537,151,185,8,39.34
538,49,470,9,30.08
539,468,614,1,20.85
540,890,140,1,3.98
541,537,857,6,16.09
542,596,132,1,2.8
543,470,469,9,4.14
544,384,348,10,9.5
545,373,522,3,55.55
546,900,821,1,18.8
547,952,199,5,12.4
548,336,516,10,34.47
549,796,801,2,42.9
550,167,384,9,52.32
551,86,489,4,37.66
552,364,521,7,9.22
553,897,94,2,55.2
554,640,315,6,15.29
555,251,813,4,28.14
556,516,106,7,12.28
557,668,260,10,43.68
558,474,982,7,16.89
559,830,185,2,54.19
560,969,465,1,21.6
561,12,906,3,24.88
562,343,687,2,36.56
563,665,57,2,58.13
564,120,809,2,46.15
565,964,442,6,1.74
566,576,984,10,3.5
567,958,990,1,36.17
568,475,767,3,5.29
569,411,404,7,57.54
570,343,998,1,37.54
571,637,730,8,5.37
572,356,190,7,8.25
573,311,543,7,6.82
574,773,701,4,44.61
575,932,916,10,5.95
576,35,111,10,26.12
577,412,455,2,14.91
578,589,81,10,37.25
579,265,1000,3,52.34
580,186,687,4,14.5
581,410,772,5,15.19
582,289,391,5,45.29
583,820,433,3,49.25
584,287,916,2,46.27
585,446,22,4,12.29
586,331,795,4,21.65
587,557,541,5,17.62
588,566,910,8,15.66
589,545,436,9,29.91
590,127,609,4,34.53
591,71,486,2,44.22
592,139,92,7,19.1
593,597,167,5,33.85
594,234,52,8,29.34
595,800,94,2,9.42
596,981,61,7,20.45
597,97,46,9,10.19
598,659,2,9,42.14
599,962,224,2,34.33
600,697,762,3,38.25
601,547,488,9,56.3
602,849,583,1,57.16
603,531,462,6,4.97
604,875,57,10,52.12
605,266,531,2,24.52
606,160,236,3,56.01
607,226,210,7,16.3
608,766,162,3,52.07
609,808,166,9,26.86
610,465,761,4,17.25
611,201,327,7,47.7
612,843,330,3,47.52
613,998,997,2,13.39
614,857,807,5,56.63
615,597,225,3,14.47
616,752,767,2,24.06
617,374,702,9,36.32
618,705,809,6,58.7
619,803,867,9,37.64
620,349,612,7,15.37
621,248,454,8,8.41
622,156,613,7,1.52
623,182,204,10,1.39
624,433,742,3,58.35
625,19,500,9,43.92
626,307,465,8,15.78
627,912,444,3,22.28
628,222,424,4,42.31
629,288,116,7,49.26
630,905,138,7,38.26
631,574,233,7,21.77
632,246,848,6,57.62
633,646,34,7,46.68
634,210,163,5,56.27
635,656,170,3,31.78
636,517,546,5,22.44
637,822,922,8,33.6
638,348,524,2,17.54
639,556,14,2,59.84
640,818,944,1,16.38
641,109,746,6,19.89
642,947,101,9,8.57
643,414,129,4,52.61
644,286,498,3,41.65
645,530,297,1,12.1
646,750,297,10,31.28
647,838,228,7,35.64
648,739,506,3,45.87
649,794,882,4,35.48
650,743,449,3,14.27
651,533,256,10,31.73
652,214,137,6,42.37
653,377,601,7,55.61
654,495,242,2,5.8
655,160,989,7,54.38
656,411,722,9,13.73
657,26,582,6,44.91
658,200,566,7,24.77
659,839,715,4,40.06
660,384,803,6,12.24
661,994,609,1,25.21
662,517,227,7,31.46
663,227,361,6,27.91
664,730,195,3,17.54
665,713,632,2,34.68
666,110,535,1,15.59
667,809,341,1,8.18
668,220,309,5,36.22
669,941,98,9,45.09
670,460,626,5,59.79
671,639,276,5,38.35
672,483,716,3,32.52
673,155,334,1,30.54
674,295,791,9,49.3
675,454,163,8,27.21
676,342,6,4,24.51
677,567,41,4,4.59
678,773,465,2,56.59
679,547,403,7,7.18
680,880,123,4,7.27
681,508,272,3,36.41
682,641,861,8,7.02
683,661,517,6,42.57
684,952,127,1,43.56
685,253,244,8,29.79
686,111,519,10,9.71
687,739,867,8,35.42
688,380,158,10,42.61
689,638,686,10,14.52
690,274,989,10,50.74
691,490,287,8,26.04
692,447,379,10,39.28
693,296,908,9,59.88
694,216,249,1,9.36
695,629,245,8,50.17
696,586,149,1,53.46
697,739,378,5,38.71
698,662,531,8,16.13
699,418,430,10,50.02
700,15,749,2,37.11
701,664,237,5,49.78
702,567,564,9,36.41
703,656,857,7,52.78
704,482,820,8,49.49
705,173,505,8,33.71
706,647,614,4,13.94
707,754,645,7,57.61
708,373,133,7,19.41
709,455,252,9,1.72
710,118,332,7,27.4
711,510,248,3,4.26
712,676,625,10,54.01
713,480,970,7,8.98
714,561,598,7,48.02
715,545,947,9,16.18
716,171,590,7,22.46
717,433,580,1,29.98
718,329,556,6,27.85
719,682,738,4,24.05
720,835,547,1,17.62
721,517,42,2,54.71
722,187,470,3,33.86
723,23,740,9,9.69
724,747,67,1,6.47
725,212,265,9,35.88
726,617,754,3,49.33
727,267,655,5,46.76
728,922,45,5,37.51
729,724,996,7,41.25
730,571,580,1,12.97
731,24,763,4,12.76
732,76,690,6,17.0
733,967,125,3,10.56
734,374,683,10,46.03
735,926,741,6,55.35
736,661,235,3,10.0
737,475,80,4,23.86
738,198,648,4,47.19
739,976,983,10,47.4
740,474,243,10,8.79
741,759,661,2,33.94
742,64,153,10,41.44
743,356,457,9,5.41
744,991,487,5,45.47
745,779,580,4,44.02
746,23,467,2,14.58
747,493,238,5,44.49
748,473,339,2,50.57
749,119,160,1,28.51
750,227,618,9,30.85
751,345,79,9,6.69
752,528,494,4,17.05
753,412,605,9,22.15
754,4,398,2,3.32
755,897,645,4,37.72
756,423,930,6,54.03
757,490,479,4,47.49
758,679,998,6,19.05
759,694,721,2,29.83
760,832,165,2,49.03
761,887,82,7,38.19
762,987,773,1,9.57
763,941,60,2,10.03
764,841,216,1,50.88
765,36,649,2,28.02
766,512,61,5,31.63
767,562,32,8,47.36
768,245,112,7,23.68
769,557,397,9,8.79
770,222,505,1,59.58
771,624,830,10,20.74
772,737,938,3,1.74
773,954,751,6,26.75
774,556,115,3,15.68
775,626,452,9,55.85
776,834,144,6,55.91
777,579,415,9,45.28
778,993,454,1,48.92
779,394,897,9,22.6
780,792,672,1,5.75
781,500,88,4,23.64
782,662,614,2,10.34
783,477,480,1,24.35
784,669,40,5,43.59
785,980,563,4,39.53
786,719,988,4,48.31
787,993,649,7,10.64
788,264,962,4,12.48
789,334,165,10,5.48
790,565,644,10,57.42
791,934,547,5,52.98
792,461,775,8,32.06
793,755,387,2,5.0
794,11,811,10,52.01
795,159,574,5,26.35
796,217,585,10,27.76
797,603,568,6,55.2
798,626,872,8,29.97
799,1000,770,8,40.78
800,393,899,7,49.16
801,612,196,6,20.42
802,603,663,8,1.89
803,14,283,6,47.93
804,343,211,10,57.43
805,659,276,7,26.02
806,120,11,7,51.97
807,706,66,8,47.9
808,691,846,10,52.55
809,159,48,10,22.0
810,968,96,10,9.06
811,513,427,6,35.4
812,68,332,1,25.67
813,76,210,3,11.5
814,24,476,2,15.3
815,615,469,8,59.26
816,228,248,9,18.35
817,217,484,4,13.29
818,828,267,1,40.0
819,685,943,9,15.18
820,646,179,10,11.57
821,927,908,8,48.35
822,541,309,9,2.29
823,736,366,6,28.55
824,450,112,10,55.91
825,1,859,6,26.87
826,420,957,10,17.5
827,662,696,10,1.15
828,356,717,10,53.41
829,528,617,2,2.01
830,209,238,5,45.25
831,430,904,5,40.3
832,555,531,8,41.68
833,858,139,5,14.14
834,228,486,5,59.77
835,111,234,8,13.89
836,866,133,8,21.99
837,511,395,6,54.14
838,274,710,1,6.07
839,521,517,9,17.82
840,349,5,4,10.13
841,809,844,4,28.06
842,955,887,4,54.82
843,535,582,5,41.69
844,989,167,4,13.12
845,490,686,4,31.98
846,441,686,3,34.18
847,435,537,2,55.22
848,847,529,5,46.33
849,847,885,10,27.47
850,891,69,6,21.55
851,305,485,5,26.94
852,75,781,6,42.04
853,602,565,5,13.84
854,659,192,2,45.19
855,934,767,5,50.64
856,938,995,4,11.45
857,811,511,5,56.6
858,494,756,5,43.91
859,836,871,1,43.38
860,746,594,5,32.34
861,696,798,1,44.35
862,737,495,9,53.23
863,818,191,2,7.24
864,137,818,3,7.58
865,604,693,4,7.38
866,285,308,10,15.28
867,606,509,8,48.26
868,336,245,6,32.06
869,696,424,9,37.05
870,855,547,4,3.88
871,313,255,6,34.49
872,54,896,4,41.19
873,689,705,4,51.37
874,231,746,6,57.74
875,653,195,8,16.34
876,956,906,5,12.92
877,590,191,10,1.05
878,315,301,3,6.94
879,403,984,8,32.02
880,244,274,5,34.69
881,315,420,4,46.22
882,918,972,3,52.14
883,266,893,7,30.51
884,938,208,10,50.0
885,375,673,1,57.81
886,998,641,5,37.43
887,358,766,10,2.47
888,819,331,8,1.93
889,571,791,4,43.22
890,499,121,3,17.01
891,640,220,1,42.67
892,737,387,6,54.32
893,357,879,9,11.02
894,9,509,5,24.9
895,549,655,10,53.35
896,11,936,8,34.77
897,39,378,9,41.65
898,240,673,3,39.89
899,743,496,3,49.35
900,701,457,9,41.57
901,254,509,10,15.69
902,776,26,8,27.13
903,820,617,5,38.71
904,875,253,10,56.79
905,923,132,9,27.22
906,847,73,7,58.64
907,721,646,7,6.57
908,81,764,6,42.14
909,536,786,2,41.76
910,204,180,6,7.63
911,625,41,7,24.12
912,317,138,8,38.38
913,416,796,9,30.15
914,995,518,3,45.16
915,969,171,1,42.07
916,646,95,1,4.82
917,544,686,5,16.59
918,38,228,2,11.44
919,315,549,6,51.28
920,417,304,5,54.02
921,166,908,5,13.11
922,726,347,3,53.85
923,153,546,5,1.53
924,944,944,7,24.97
925,595,856,10,17.29
926,143,584,8,15.94
927,389,835,2,37.29
928,229,979,6,48.0
929,325,377,8,2.3
930,183,752,1,44.08
931,538,349,6,14.44
932,740,733,5,30.03
933,842,337,2,38.93
934,639,691,10,32.44
935,343,399,9,37.3
936,365,649,1,21.77
937,139,421,5,56.22
938,217,963,7,6.25
939,46,714,3,2.87
940,539,985,4,45.75
941,184,289,8,42.87
942,930,370,1,6.27
943,399,702,2,13.0
944,462,635,1,18.94
945,301,692,3,58.06
946,72,110,8,14.48
947,895,909,7,35.35
948,543,902,7,21.63
949,217,637,7,53.51
950,233,1,10,14.33
951,135,185,7,41.82
952,124,939,8,15.65
953,794,791,3,11.78
954,587,669,4,56.6
955,560,725,1,4.01
956,425,622,6,5.65
957,895,121,2,40.48
958,20,791,1,17.66
959,381,624,7,59.54
960,659,206,8,4.4
961,253,362,4,23.13
962,30,477,7,9.35
963,426,637,2,16.79
964,752,460,10,52.45
965,553,133,4,9.21
966,957,392,9,31.49
967,119,282,8,28.67
968,542,183,1,54.48
969,773,599,1,9.33
970,838,426,7,21.81
971,351,46,7,59.48
972,808,357,10,11.15
973,547,65,10,4.15
974,51,739,8,27.52
975,645,364,4,41.0
976,632,129,9,17.81
977,103,838,6,9.22
978,605,327,3,23.82
979,453,494,5,27.88
980,119,713,4,5.64
981,167,55,7,9.89
982,5,408,1,24.31
983,387,887,7,31.1
984,288,389,10,21.73
985,340,787,1,38.46
986,790,372,8,54.56
987,510,330,1,46.14
988,129,991,7,57.6
989,616,522,3,50.07
990,868,299,3,5.29
991,325,839,2,31.81
992,320,674,3,45.76
993,661,750,6,37.7
994,699,263,1,23.83
995,355,610,10,38.52
996,526,465,2,15.97
997,572,63,1,24.62
998,42,986,6,5.11
999,820,548,4,41.62
1000,496,239,10,29.38
